feature_path,emotion,split
features_logmel\train\763.npy,angry,train
features_logmel\train\764.npy,neutral,train
features_logmel\train\765.npy,sad,train
features_logmel\train\766.npy,sad,train
features_logmel\train\767.npy,happy,train
features_logmel\train\768.npy,happy,train
features_logmel\train\769.npy,sad,train
features_logmel\train\770.npy,happy,train
features_logmel\train\771.npy,sad,train
features_logmel\train\772.npy,happy,train
features_logmel\train\773.npy,angry,train
features_logmel\train\774.npy,neutral,train
features_logmel\train\775.npy,happy,train
features_logmel\train\776.npy,angry,train
features_logmel\train\777.npy,happy,train
features_logmel\train\778.npy,happy,train
features_logmel\train\779.npy,neutral,train
features_logmel\train\780.npy,angry,train
features_logmel\train\781.npy,happy,train
features_logmel\train\782.npy,happy,train
features_logmel\train\783.npy,happy,train
features_logmel\train\784.npy,happy,train
features_logmel\train\785.npy,happy,train
features_logmel\train\786.npy,neutral,train
features_logmel\train\787.npy,angry,train
features_logmel\train\788.npy,neutral,train
features_logmel\train\789.npy,neutral,train
features_logmel\train\790.npy,neutral,train
features_logmel\train\791.npy,sad,train
features_logmel\train\792.npy,happy,train
features_logmel\train\793.npy,angry,train
features_logmel\train\794.npy,happy,train
features_logmel\train\795.npy,sad,train
features_logmel\train\796.npy,sad,train
features_logmel\train\797.npy,happy,train
features_logmel\train\798.npy,happy,train
features_logmel\train\799.npy,neutral,train
features_logmel\train\800.npy,happy,train
features_logmel\train\801.npy,neutral,train
features_logmel\train\802.npy,neutral,train
features_logmel\train\803.npy,neutral,train
features_logmel\train\804.npy,sad,train
features_logmel\train\805.npy,neutral,train
features_logmel\train\806.npy,neutral,train
features_logmel\train\807.npy,angry,train
features_logmel\train\808.npy,happy,train
features_logmel\train\809.npy,neutral,train
features_logmel\train\810.npy,happy,train
features_logmel\train\811.npy,happy,train
features_logmel\train\812.npy,sad,train
features_logmel\train\813.npy,angry,train
features_logmel\train\814.npy,sad,train
features_logmel\train\815.npy,neutral,train
features_logmel\train\816.npy,sad,train
features_logmel\train\817.npy,happy,train
features_logmel\train\818.npy,sad,train
features_logmel\train\819.npy,angry,train
features_logmel\train\820.npy,happy,train
features_logmel\train\821.npy,neutral,train
features_logmel\train\822.npy,happy,train
features_logmel\train\823.npy,neutral,train
features_logmel\train\824.npy,sad,train
features_logmel\train\825.npy,sad,train
features_logmel\train\826.npy,sad,train
features_logmel\train\827.npy,happy,train
features_logmel\train\828.npy,neutral,train
features_logmel\train\829.npy,sad,train
features_logmel\train\830.npy,angry,train
features_logmel\train\831.npy,angry,train
features_logmel\train\832.npy,sad,train
features_logmel\train\833.npy,sad,train
features_logmel\train\834.npy,sad,train
features_logmel\train\835.npy,happy,train
features_logmel\train\836.npy,angry,train
features_logmel\train\837.npy,neutral,train
features_logmel\train\838.npy,neutral,train
features_logmel\train\839.npy,sad,train
features_logmel\train\840.npy,angry,train
features_logmel\train\841.npy,neutral,train
features_logmel\train\842.npy,happy,train
features_logmel\train\843.npy,neutral,train
features_logmel\train\844.npy,happy,train
features_logmel\train\845.npy,neutral,train
features_logmel\train\846.npy,angry,train
features_logmel\train\847.npy,sad,train
features_logmel\train\848.npy,sad,train
features_logmel\train\849.npy,neutral,train
features_logmel\train\850.npy,happy,train
features_logmel\train\851.npy,angry,train
features_logmel\train\852.npy,neutral,train
features_logmel\train\853.npy,neutral,train
features_logmel\train\854.npy,sad,train
features_logmel\train\855.npy,happy,train
features_logmel\train\856.npy,happy,train
features_logmel\train\857.npy,happy,train
features_logmel\train\858.npy,sad,train
features_logmel\train\859.npy,happy,train
features_logmel\train\860.npy,neutral,train
features_logmel\train\861.npy,sad,train
features_logmel\train\862.npy,neutral,train
features_logmel\train\863.npy,sad,train
features_logmel\train\864.npy,angry,train
features_logmel\train\865.npy,neutral,train
features_logmel\train\866.npy,neutral,train
features_logmel\train\867.npy,angry,train
features_logmel\train\868.npy,angry,train
features_logmel\train\869.npy,sad,train
features_logmel\train\870.npy,neutral,train
features_logmel\train\871.npy,angry,train
features_logmel\train\872.npy,angry,train
features_logmel\train\873.npy,happy,train
features_logmel\train\874.npy,angry,train
features_logmel\train\875.npy,neutral,train
features_logmel\train\876.npy,happy,train
features_logmel\train\877.npy,angry,train
features_logmel\train\878.npy,sad,train
features_logmel\train\879.npy,happy,train
features_logmel\train\880.npy,neutral,train
features_logmel\train\881.npy,angry,train
features_logmel\train\882.npy,angry,train
features_logmel\train\883.npy,neutral,train
features_logmel\train\884.npy,happy,train
features_logmel\train\885.npy,happy,train
features_logmel\train\886.npy,sad,train
features_logmel\train\887.npy,angry,train
features_logmel\train\888.npy,happy,train
features_logmel\train\889.npy,happy,train
features_logmel\train\890.npy,happy,train
features_logmel\train\891.npy,neutral,train
features_logmel\train\892.npy,neutral,train
features_logmel\train\893.npy,neutral,train
features_logmel\train\894.npy,angry,train
features_logmel\train\895.npy,neutral,train
features_logmel\train\896.npy,happy,train
features_logmel\train\897.npy,happy,train
features_logmel\train\898.npy,neutral,train
features_logmel\train\899.npy,angry,train
features_logmel\train\900.npy,happy,train
features_logmel\train\901.npy,neutral,train
features_logmel\train\902.npy,neutral,train
features_logmel\train\903.npy,happy,train
features_logmel\train\904.npy,neutral,train
features_logmel\train\905.npy,neutral,train
features_logmel\train\906.npy,neutral,train
features_logmel\train\907.npy,sad,train
features_logmel\train\908.npy,neutral,train
features_logmel\train\909.npy,happy,train
features_logmel\train\910.npy,angry,train
features_logmel\train\911.npy,neutral,train
features_logmel\train\912.npy,neutral,train
features_logmel\train\913.npy,happy,train
features_logmel\train\914.npy,happy,train
features_logmel\train\915.npy,angry,train
features_logmel\train\916.npy,angry,train
features_logmel\train\917.npy,neutral,train
features_logmel\train\918.npy,neutral,train
features_logmel\train\919.npy,sad,train
features_logmel\train\920.npy,sad,train
features_logmel\train\921.npy,happy,train
features_logmel\train\922.npy,angry,train
features_logmel\train\923.npy,happy,train
features_logmel\train\924.npy,angry,train
features_logmel\train\925.npy,sad,train
features_logmel\train\926.npy,angry,train
features_logmel\train\927.npy,sad,train
features_logmel\train\928.npy,happy,train
features_logmel\train\929.npy,sad,train
features_logmel\train\930.npy,sad,train
features_logmel\train\931.npy,neutral,train
features_logmel\train\932.npy,sad,train
features_logmel\train\933.npy,angry,train
features_logmel\train\934.npy,happy,train
features_logmel\train\935.npy,neutral,train
features_logmel\train\936.npy,happy,train
features_logmel\train\937.npy,sad,train
features_logmel\train\938.npy,angry,train
features_logmel\train\939.npy,happy,train
features_logmel\train\940.npy,angry,train
features_logmel\train\941.npy,sad,train
features_logmel\train\942.npy,angry,train
features_logmel\train\943.npy,sad,train
features_logmel\train\944.npy,happy,train
features_logmel\train\945.npy,angry,train
features_logmel\train\946.npy,angry,train
features_logmel\train\947.npy,sad,train
features_logmel\train\948.npy,angry,train
features_logmel\train\949.npy,happy,train
features_logmel\train\950.npy,angry,train
features_logmel\train\951.npy,angry,train
features_logmel\train\952.npy,happy,train
features_logmel\train\953.npy,happy,train
features_logmel\train\954.npy,happy,train
features_logmel\train\955.npy,angry,train
features_logmel\train\956.npy,neutral,train
features_logmel\train\957.npy,neutral,train
features_logmel\train\958.npy,sad,train
features_logmel\train\959.npy,sad,train
features_logmel\train\960.npy,angry,train
features_logmel\train\961.npy,sad,train
features_logmel\train\962.npy,sad,train
features_logmel\train\963.npy,angry,train
features_logmel\train\964.npy,sad,train
features_logmel\train\965.npy,happy,train
features_logmel\train\966.npy,angry,train
features_logmel\train\967.npy,angry,train
features_logmel\train\968.npy,sad,train
features_logmel\train\969.npy,happy,train
features_logmel\train\970.npy,sad,train
features_logmel\train\971.npy,happy,train
features_logmel\train\972.npy,happy,train
features_logmel\train\973.npy,happy,train
features_logmel\train\974.npy,sad,train
features_logmel\train\975.npy,happy,train
features_logmel\train\976.npy,happy,train
features_logmel\train\977.npy,angry,train
features_logmel\train\978.npy,neutral,train
features_logmel\train\979.npy,angry,train
features_logmel\train\980.npy,neutral,train
features_logmel\train\981.npy,neutral,train
features_logmel\train\982.npy,sad,train
features_logmel\train\983.npy,sad,train
features_logmel\train\984.npy,angry,train
features_logmel\train\985.npy,angry,train
features_logmel\train\986.npy,happy,train
features_logmel\train\987.npy,neutral,train
features_logmel\train\988.npy,happy,train
features_logmel\train\989.npy,neutral,train
features_logmel\train\990.npy,sad,train
features_logmel\train\991.npy,happy,train
features_logmel\train\992.npy,neutral,train
features_logmel\train\993.npy,sad,train
features_logmel\train\994.npy,happy,train
features_logmel\train\995.npy,happy,train
features_logmel\train\996.npy,angry,train
features_logmel\train\997.npy,angry,train
features_logmel\train\998.npy,neutral,train
features_logmel\train\999.npy,sad,train
features_logmel\train\1000.npy,neutral,train
features_logmel\train\1001.npy,happy,train
features_logmel\train\1002.npy,neutral,train
features_logmel\train\1003.npy,neutral,train
features_logmel\train\1004.npy,neutral,train
features_logmel\train\1005.npy,happy,train
features_logmel\train\1006.npy,angry,train
features_logmel\train\1007.npy,sad,train
features_logmel\train\1008.npy,neutral,train
features_logmel\train\1009.npy,angry,train
features_logmel\train\1010.npy,sad,train
features_logmel\train\1011.npy,sad,train
features_logmel\train\1012.npy,happy,train
features_logmel\train\1013.npy,angry,train
features_logmel\train\1014.npy,neutral,train
features_logmel\train\1015.npy,sad,train
features_logmel\train\1016.npy,happy,train
features_logmel\train\1017.npy,neutral,train
features_logmel\train\1018.npy,angry,train
features_logmel\train\1019.npy,neutral,train
features_logmel\train\1020.npy,sad,train
features_logmel\train\1021.npy,angry,train
features_logmel\train\1022.npy,happy,train
features_logmel\train\1023.npy,happy,train
features_logmel\train\1024.npy,angry,train
features_logmel\train\1025.npy,angry,train
features_logmel\train\1026.npy,neutral,train
features_logmel\train\1027.npy,angry,train
features_logmel\train\1028.npy,sad,train
features_logmel\train\1029.npy,angry,train
features_logmel\train\1030.npy,angry,train
features_logmel\train\1031.npy,neutral,train
features_logmel\train\1032.npy,happy,train
features_logmel\train\1033.npy,sad,train
features_logmel\train\1034.npy,neutral,train
features_logmel\train\1035.npy,angry,train
features_logmel\train\1036.npy,sad,train
features_logmel\train\1037.npy,angry,train
features_logmel\train\1038.npy,sad,train
features_logmel\train\1039.npy,sad,train
features_logmel\train\1040.npy,angry,train
features_logmel\train\1041.npy,happy,train
features_logmel\train\1042.npy,neutral,train
features_logmel\train\1043.npy,neutral,train
features_logmel\train\1044.npy,neutral,train
features_logmel\train\1045.npy,happy,train
features_logmel\train\1046.npy,happy,train
features_logmel\train\1047.npy,sad,train
features_logmel\train\1048.npy,neutral,train
features_logmel\train\1049.npy,sad,train
features_logmel\train\1050.npy,sad,train
features_logmel\train\1051.npy,happy,train
features_logmel\train\1052.npy,happy,train
features_logmel\train\1053.npy,angry,train
features_logmel\train\1054.npy,happy,train
features_logmel\train\1055.npy,neutral,train
features_logmel\train\1056.npy,neutral,train
features_logmel\train\1057.npy,happy,train
features_logmel\train\1058.npy,sad,train
features_logmel\train\1059.npy,sad,train
features_logmel\train\1060.npy,angry,train
features_logmel\train\1061.npy,happy,train
features_logmel\train\1062.npy,neutral,train
features_logmel\train\1063.npy,angry,train
features_logmel\train\1064.npy,sad,train
features_logmel\train\1065.npy,happy,train
features_logmel\train\1066.npy,happy,train
features_logmel\train\1067.npy,neutral,train
features_logmel\train\1068.npy,angry,train
