filepath,dataset,speaker_id,emotion_raw,emotion,split
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro03\Ses04M_impro03_M011.wav,IEMOCAP,Ses04M,exc,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1046_WSI_NEU_XX.wav,CREMA-D,1046,NEU,neutral,train
C:\Code\Python\data\RAVDESS\Actor_18\03-01-05-02-02-01-18.wav,RAVDESS,18,05,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro02\Ses02F_impro02_F012.wav,IEMOCAP,Ses02F,sad,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1086_TIE_ANG_XX.wav,CREMA-D,1086,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro02\Ses04M_impro02_F021.wav,IEMOCAP,Ses04M,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1014_MTI_NEU_XX.wav,CREMA-D,1014,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script01_2\Ses04F_script01_2_M001.wav,IEMOCAP,Ses04F,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro04\Ses03F_impro04_M012.wav,IEMOCAP,Ses03F,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1010_IWW_SAD_XX.wav,CREMA-D,1010,SAD,sad,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_23\03-01-04-02-02-01-23.wav,RAVDESS,23,04,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1084_TIE_SAD_XX.wav,CREMA-D,1084,SAD,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script02_2\Ses05F_script02_2_M000.wav,IEMOCAP,Ses05F,exc,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script03_2\Ses03F_script03_2_M029.wav,IEMOCAP,Ses03F,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1012_IOM_SAD_XX.wav,CREMA-D,1012,SAD,sad,train
C:\Code\Python\data\RAVDESS\Actor_07\03-01-05-01-01-01-07.wav,RAVDESS,07,05,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1050_IEO_NEU_XX.wav,CREMA-D,1050,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1079_IWL_ANG_XX.wav,CREMA-D,1079,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1041_TIE_ANG_XX.wav,CREMA-D,1041,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro07\Ses03F_impro07_F020.wav,IEMOCAP,Ses03F,exc,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1059_TIE_ANG_XX.wav,CREMA-D,1059,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1066_TAI_NEU_XX.wav,CREMA-D,1066,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro06\Ses02M_impro06_M016.wav,IEMOCAP,Ses02M,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro07\Ses03F_impro07_F015.wav,IEMOCAP,Ses03F,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1062_DFA_NEU_XX.wav,CREMA-D,1062,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1089_WSI_HAP_XX.wav,CREMA-D,1089,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro07\Ses04M_impro07_M025.wav,IEMOCAP,Ses04M,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1021_TIE_NEU_XX.wav,CREMA-D,1021,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1044_IEO_HAP_HI.wav,CREMA-D,1044,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1011_DFA_SAD_XX.wav,CREMA-D,1011,SAD,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script01_3\Ses03M_script01_3_M030.wav,IEMOCAP,Ses03M,sad,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1081_WSI_HAP_XX.wav,CREMA-D,1081,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script01_1\Ses02F_script01_1_F038.wav,IEMOCAP,Ses02F,ang,angry,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_01\03-01-03-02-01-01-01.wav,RAVDESS,01,03,happy,train
C:\Code\Python\data\RAVDESS\Actor_16\03-01-02-01-02-02-16.wav,RAVDESS,16,02,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1011_IOM_SAD_XX.wav,CREMA-D,1011,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1024_IEO_SAD_MD.wav,CREMA-D,1024,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1090_WSI_ANG_XX.wav,CREMA-D,1090,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1009_DFA_NEU_XX.wav,CREMA-D,1009,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1057_TIE_HAP_XX.wav,CREMA-D,1057,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script01_3\Ses03F_script01_3_M000.wav,IEMOCAP,Ses03F,hap,happy,train
C:\Code\Python\data\RAVDESS\Actor_23\03-01-05-02-01-02-23.wav,RAVDESS,23,05,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1011_IWL_SAD_XX.wav,CREMA-D,1011,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1022_IOM_HAP_XX.wav,CREMA-D,1022,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script01_1\Ses02F_script01_1_F027.wav,IEMOCAP,Ses02F,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1008_IEO_SAD_LO.wav,CREMA-D,1008,SAD,sad,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_11\03-01-02-02-01-01-11.wav,RAVDESS,11,02,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script02_2\Ses01M_script02_2_F014.wav,IEMOCAP,Ses01M,ang,angry,train
C:\Code\Python\data\RAVDESS\Actor_10\03-01-01-01-01-01-10.wav,RAVDESS,10,01,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1026_DFA_SAD_XX.wav,CREMA-D,1026,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1084_IOM_ANG_XX.wav,CREMA-D,1084,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script03_1\Ses05F_script03_1_M022.wav,IEMOCAP,Ses05F,exc,happy,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_15\03-01-02-02-01-02-15.wav,RAVDESS,15,02,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script01_3\Ses05M_script01_3_M025.wav,IEMOCAP,Ses05M,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script02_2\Ses05F_script02_2_M010.wav,IEMOCAP,Ses05F,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro07\Ses01M_impro07_M017.wav,IEMOCAP,Ses01M,hap,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1026_IOM_HAP_XX.wav,CREMA-D,1026,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro04\Ses05F_impro04_M039.wav,IEMOCAP,Ses05F,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1055_IOM_NEU_XX.wav,CREMA-D,1055,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_2\Ses01M_script03_2_M042.wav,IEMOCAP,Ses01M,ang,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro07\Ses05M_impro07_M039.wav,IEMOCAP,Ses05M,hap,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script02_2\Ses03M_script02_2_M042.wav,IEMOCAP,Ses03M,hap,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_script01_3\Ses03M_script01_3_F030.wav,IEMOCAP,Ses03M,sad,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1020_TSI_NEU_XX.wav,CREMA-D,1020,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script02_1\Ses04M_script02_1_M003.wav,IEMOCAP,Ses04M,exc,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro08\Ses02M_impro08_M022.wav,IEMOCAP,Ses02M,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F026.wav,IEMOCAP,Ses02M,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1025_IOM_SAD_XX.wav,CREMA-D,1025,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1048_MTI_NEU_XX.wav,CREMA-D,1048,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1039_IWW_NEU_XX.wav,CREMA-D,1039,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1027_TSI_ANG_XX.wav,CREMA-D,1027,ANG,angry,train
C:\Code\Python\data\RAVDESS\Actor_05\03-01-03-02-01-01-05.wav,RAVDESS,05,03,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1090_IWL_HAP_XX.wav,CREMA-D,1090,HAP,happy,train
C:\Code\Python\data\RAVDESS\Actor_15\03-01-03-01-01-02-15.wav,RAVDESS,15,03,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1063_TSI_HAP_XX.wav,CREMA-D,1063,HAP,happy,train
C:\Code\Python\data\RAVDESS\Actor_20\03-01-05-02-02-01-20.wav,RAVDESS,20,05,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro02\Ses02M_impro02_F003.wav,IEMOCAP,Ses02M,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_impro08\Ses04M_impro08_M006.wav,IEMOCAP,Ses04M,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1008_IEO_HAP_MD.wav,CREMA-D,1008,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro06\Ses03M_impro06_F005.wav,IEMOCAP,Ses03M,sad,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1090_DFA_SAD_XX.wav,CREMA-D,1090,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1071_IEO_NEU_XX.wav,CREMA-D,1071,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro02\Ses03F_impro02_F001.wav,IEMOCAP,Ses03F,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1037_MTI_NEU_XX.wav,CREMA-D,1037,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro07\Ses05M_impro07_F026.wav,IEMOCAP,Ses05M,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1016_DFA_HAP_XX.wav,CREMA-D,1016,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro06\Ses03F_impro06_M016.wav,IEMOCAP,Ses03F,sad,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1017_MTI_NEU_XX.wav,CREMA-D,1017,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M016.wav,IEMOCAP,Ses02M,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script02_1\Ses05M_script02_1_F001.wav,IEMOCAP,Ses05M,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_impro03\Ses02M_impro03_M016.wav,IEMOCAP,Ses02M,exc,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_impro06\Ses02F_impro06_F002.wav,IEMOCAP,Ses02F,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_script01_3\Ses03F_script01_3_M004.wav,IEMOCAP,Ses03F,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro05\Ses01F_impro05_M009.wav,IEMOCAP,Ses01F,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro06\Ses01F_impro06_M011.wav,IEMOCAP,Ses01F,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1022_ITS_HAP_XX.wav,CREMA-D,1022,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script03_1\Ses01M_script03_1_F030.wav,IEMOCAP,Ses01M,hap,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script02_2\Ses01M_script02_2_M022.wav,IEMOCAP,Ses01M,neu,neutral,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_01\03-01-03-01-01-01-01.wav,RAVDESS,01,03,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script01_2\Ses02F_script01_2_M018.wav,IEMOCAP,Ses02F,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1066_IEO_ANG_HI.wav,CREMA-D,1066,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1065_IWL_NEU_XX.wav,CREMA-D,1065,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M018.wav,IEMOCAP,Ses01F,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1017_DFA_NEU_XX.wav,CREMA-D,1017,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script01_3\Ses05M_script01_3_M026.wav,IEMOCAP,Ses05M,sad,sad,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_02\03-01-04-01-01-01-02.wav,RAVDESS,02,04,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1065_WSI_HAP_XX.wav,CREMA-D,1065,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script03_2\Ses01F_script03_2_F000.wav,IEMOCAP,Ses01F,hap,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1022_IOM_ANG_XX.wav,CREMA-D,1022,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_script01_3\Ses05F_script01_3_M040.wav,IEMOCAP,Ses05F,hap,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro04\Ses01M_impro04_F016.wav,IEMOCAP,Ses01M,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1011_WSI_NEU_XX.wav,CREMA-D,1011,NEU,neutral,train
C:\Code\Python\data\RAVDESS\Actor_24\03-01-02-02-02-02-24.wav,RAVDESS,24,02,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1081_TAI_HAP_XX.wav,CREMA-D,1081,HAP,happy,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_03\03-01-05-02-02-01-03.wav,RAVDESS,03,05,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1052_IEO_SAD_MD.wav,CREMA-D,1052,SAD,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script01_1\Ses02F_script01_1_F040.wav,IEMOCAP,Ses02F,ang,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script01_2\Ses04M_script01_2_M000.wav,IEMOCAP,Ses04M,neu,neutral,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_04\03-01-02-02-02-01-04.wav,RAVDESS,04,02,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1045_DFA_ANG_XX.wav,CREMA-D,1045,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1055_ITH_SAD_XX.wav,CREMA-D,1055,SAD,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro06\Ses01M_impro06_F023.wav,IEMOCAP,Ses01M,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_script01_3\Ses05M_script01_3_M021.wav,IEMOCAP,Ses05M,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04M_script01_2\Ses04M_script01_2_F004.wav,IEMOCAP,Ses04M,ang,angry,train
C:\Code\Python\data\RAVDESS\Actor_06\03-01-04-02-01-01-06.wav,RAVDESS,06,04,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1077_MTI_HAP_XX.wav,CREMA-D,1077,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro08\Ses03F_impro08_F027.wav,IEMOCAP,Ses03F,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1003_DFA_HAP_XX.wav,CREMA-D,1003,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro07\Ses04F_impro07_F052.wav,IEMOCAP,Ses04F,exc,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05F_impro06\Ses05F_impro06_M022.wav,IEMOCAP,Ses05F,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1031_IWW_ANG_XX.wav,CREMA-D,1031,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro07\Ses04F_impro07_F008.wav,IEMOCAP,Ses04F,exc,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script02_2\Ses01M_script02_2_M020.wav,IEMOCAP,Ses01M,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1076_IOM_HAP_XX.wav,CREMA-D,1076,HAP,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_impro03\Ses01M_impro03_M006.wav,IEMOCAP,Ses01M,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script02_2\Ses02F_script02_2_M016.wav,IEMOCAP,Ses02F,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro05b\Ses03M_impro05b_F003.wav,IEMOCAP,Ses03M,neu,neutral,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_19\03-01-04-02-01-01-19.wav,RAVDESS,19,04,sad,train
C:\Code\Python\data\RAVDESS\Actor_16\03-01-03-02-02-01-16.wav,RAVDESS,16,03,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1041_IEO_ANG_MD.wav,CREMA-D,1041,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1015_TAI_NEU_XX.wav,CREMA-D,1015,NEU,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1013_ITS_ANG_XX.wav,CREMA-D,1013,ANG,angry,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_13\03-01-02-01-02-01-13.wav,RAVDESS,13,02,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1004_TAI_ANG_XX.wav,CREMA-D,1004,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1038_IEO_NEU_XX.wav,CREMA-D,1038,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02F_script02_2\Ses02F_script02_2_M007.wav,IEMOCAP,Ses02F,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script02_2\Ses02M_script02_2_M016.wav,IEMOCAP,Ses02M,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro03\Ses04F_impro03_M031.wav,IEMOCAP,Ses04F,neu,neutral,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_01\03-01-02-02-01-02-01.wav,RAVDESS,01,02,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1029_TAI_SAD_XX.wav,CREMA-D,1029,SAD,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro02\Ses01F_impro02_F016.wav,IEMOCAP,Ses01F,neu,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script03_1\Ses04F_script03_1_M006.wav,IEMOCAP,Ses04F,exc,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script01_2\Ses01F_script01_2_F005.wav,IEMOCAP,Ses01F,ang,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1027_IEO_SAD_MD.wav,CREMA-D,1027,SAD,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_script03_2\Ses04F_script03_2_M034.wav,IEMOCAP,Ses04F,ang,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro07\Ses04F_impro07_F047.wav,IEMOCAP,Ses04F,exc,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1032_DFA_HAP_XX.wav,CREMA-D,1032,HAP,happy,train
C:\Code\Python\data\RAVDESS\Actor_23\03-01-02-02-02-01-23.wav,RAVDESS,23,02,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session5\sentences\wav\Ses05M_impro03\Ses05M_impro03_F012.wav,IEMOCAP,Ses05M,hap,happy,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro07\Ses03F_impro07_F005.wav,IEMOCAP,Ses03F,hap,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1025_IWW_NEU_XX.wav,CREMA-D,1025,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03F_impro02\Ses03F_impro02_F041.wav,IEMOCAP,Ses03F,sad,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1045_WSI_ANG_XX.wav,CREMA-D,1045,ANG,angry,train
C:\Code\Python\data\CREMA-D\AudioWAV\1024_IOM_NEU_XX.wav,CREMA-D,1024,NEU,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script01_1\Ses01F_script01_1_M016.wav,IEMOCAP,Ses01F,neu,neutral,train
C:\Code\Python\data\RAVDESS\Actor_16\03-01-05-02-01-01-16.wav,RAVDESS,16,05,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro06\Ses04F_impro06_F002.wav,IEMOCAP,Ses04F,sad,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1079_DFA_SAD_XX.wav,CREMA-D,1079,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1067_IWL_HAP_XX.wav,CREMA-D,1067,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1079_IEO_HAP_MD.wav,CREMA-D,1079,HAP,happy,train
C:\Code\Python\data\CREMA-D\AudioWAV\1037_IEO_ANG_LO.wav,CREMA-D,1037,ANG,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M004.wav,IEMOCAP,Ses02M,sad,sad,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_05\03-01-02-02-02-01-05.wav,RAVDESS,05,02,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1067_ITS_SAD_XX.wav,CREMA-D,1067,SAD,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session3\sentences\wav\Ses03M_impro02\Ses03M_impro02_F025.wav,IEMOCAP,Ses03M,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_impro06\Ses01F_impro06_F013.wav,IEMOCAP,Ses01F,sad,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script02_2\Ses01M_script02_2_M044.wav,IEMOCAP,Ses01M,sad,sad,train
C:\Code\Python\data\RAVDESS\Actor_03\03-01-05-02-02-02-03.wav,RAVDESS,03,05,angry,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session4\sentences\wav\Ses04F_impro07\Ses04F_impro07_M018.wav,IEMOCAP,Ses04F,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1074_WSI_SAD_XX.wav,CREMA-D,1074,SAD,sad,train
C:\Code\Python\data\CREMA-D\AudioWAV\1037_IOM_SAD_XX.wav,CREMA-D,1037,SAD,sad,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_F015.wav,IEMOCAP,Ses01F,neu,neutral,train
C:\Code\Python\data\CREMA-D\AudioWAV\1016_IWL_ANG_XX.wav,CREMA-D,1016,ANG,angry,train
C:\Code\Python\data\RAVDESS\Actor_16\03-01-02-02-01-02-16.wav,RAVDESS,16,02,neutral,train
C:\Code\Python\data\RAVDESS\audio_speech_actors_01-24\Actor_24\03-01-02-01-01-01-24.wav,RAVDESS,24,02,neutral,train
C:\Code\Python\data\IEMOCAP\IEMOCAP_full_release\Session1\sentences\wav\Ses01M_script02_1\Ses01M_script02_1_M023.wav,IEMOCAP,Ses01M,neu,neutral,train
